,user.name,created_at,id,full_text,display_text_range,source,retweet_count,favorite_count,user.followers_count,user.friends_count,user.statuses_count,partido,tipo de post,hashtags,campaña,sentimiento,scores
7,PP Comunidad de Madrid,2021-04-26 18:55:27+00:00,1386755821292474372,"""Si no son capaces de gestionar el escáner de tres instituciones distintas, como para gestionar Barajas o gestionar un país"".

#VotaLIBERTAD #YoConAyuso 

👉  @IDiazAyuso https://t.co/vgalsnkNOj","[0, 169]",Twitter Media Studio - LiveCut,16,30,121581,5834,95096,Partido Popular,publicación,"['VotaLIBERTAD', 'YoConAyuso']",madrid,1,0.46268230676651
8,PP Comunidad de Madrid,2021-04-26 18:54:04+00:00,1386755472842268672,"""Nosotros, y yo particularmente, condenamos todo tipo de violencia"".

#VotaLIBERTAD #YoConAyuso 

👉  @IDiazAyuso https://t.co/gymeTPsXei","[0, 112]",Twitter Media Studio - LiveCut,14,33,121581,5834,95096,Partido Popular,publicación,"['VotaLIBERTAD', 'YoConAyuso']",madrid,1,0.5912445187568665
9,PP Comunidad de Madrid,2021-04-26 18:53:24+00:00,1386755307041394697,"""La sociedad madrileña está más unida que nunca y quiere seguir caminando de la misma manera. Por eso los ciudadanos se enfrentan a las urnas con ganas e ilusión"".

#VotaLIBERTAD #YoConAyuso 

👉  @IDiazAyuso https://t.co/fIukHgcyX5","[0, 207]",Twitter Media Studio - LiveCut,8,18,121581,5834,95096,Partido Popular,publicación,"['VotaLIBERTAD', 'YoConAyuso']",madrid,1,0.287558913230896
0,PSOE-Madrid,2021-04-26 16:06:32+00:00,1386713313086775298,"🤐 Un 𝗣𝗥𝗢𝗚𝗥𝗔𝗠𝗔 𝗘𝗡 𝗕𝗟𝗔𝗡𝗖𝗢.
para #Madrid. 

Podría ser también el resumen de su Gobierno en estos dos últimos años.

¿Que ofrece el PP a #Madrid? 𝗡𝗔𝗗𝗔
▶️ Gestión 0
▶️ Proyecto 0

#Ayuso, faltó el autógrafo 🖋

#HazloXMadrid  #VotaPSOE 🌹

https://t.co/lppqdA1Xqv","[0, 257]",Twitter for Android,20,34,33325,3514,58421,PSOE,publicación,"['Madrid', 'Madrid', 'Ayuso', 'HazloXMadrid', 'VotaPSOE']",madrid,1,0.3399968147277832
1,PSOE-Madrid,2021-04-26 15:53:43+00:00,1386710087729917960,"⭕ Nuestro candidato @equipoGabilondo estará esta tarde en #Fuenlabrada, con 
🌹 @MarotoReyes
🌹 @JavierAyalaO
🌹 @monicacarazo

⏱ 19:00 horas

🤳 Síguelo en las redes del #PSOE 

#HazloXMadrid ❤
#LosDemocratasSomosMas https://t.co/oZrrrOwhjq","[0, 213]",Twitter for Android,26,41,33325,3514,58421,PSOE,publicación,"['Fuenlabrada', 'PSOE', 'HazloXMadrid', 'LosDemocratasSomosMas']",madrid,1,0.40308743715286255
2,PSOE-Madrid,2021-04-26 12:59:36+00:00,1386666269957623812,"Madrid ha dicho 𝗕𝗔𝗦𝗧𝗔‼

El fascismo no es una fantasía. Es una AMENAZA real❌

✔Contra la mentira nuestra palabra
✔Contra la xenofobia nuestro abrazo

#Madrid no va a regresar al pasado. La historia es nuestra. 

La 𝗗𝗘𝗠𝗢𝗖𝗥𝗔𝗖𝗜𝗔 vencerá.

#DemocraciaFrenteAlMiedo https://t.co/3bOWjhVceD","[0, 260]",Twitter for Android,102,119,33325,3514,58421,PSOE,publicación,"['Madrid', 'DemocraciaFrenteAlMiedo']",madrid,1,0.5917199850082397
3,PSOE-Madrid,2021-04-26 11:06:12+00:00,1386637730524930055,"❌❌ Condenamos absolutamente este hecho delictivo que fomenta el odio y el fascismo. 

No permitamos que sea nuestro día a día. 

VOTEMOS SÍ A LA LIBERTAD Y DEMOCRACIA‼

Nuestro cariño y apoyo a @marotoreyes. ¡Estamos contigo y con todos los demócratas!

#LosDemocratasSomosMas https://t.co/dUQ7PtTioS","[0, 276]",Twitter for Android,93,124,33325,3514,58421,PSOE,publicación,['LosDemocratasSomosMas'],madrid,1,0.7433799505233765
4,PSOE-Madrid,2021-04-26 09:53:02+00:00,1386619318188843009,"🌹 Sigue en directo el acto de 𝗗𝗜𝗩𝗘𝗥𝗦𝗜𝗗𝗔𝗗 con:

🌹 @Adrilastra 
🌹 @equipoGabilondo 
🌹 @jalloul_hana 
🌹 @Santi__Rivero 
🌹 @CarlaAntonelli 
🌹 @SBuabentV 

⏱ 12:00 horas

#HazloXMadrid ❤
#LosDemocratasSomosMas

👇👇

📽  https://t.co/VCI4QQRK11","[0, 236]",Twitter for Android,10,10,33325,3514,58421,PSOE,publicación,"['HazloXMadrid', 'LosDemocratasSomosMas']",madrid,5,0.3124178349971771
5,PSOE-Madrid,2021-04-26 08:48:47+00:00,1386603150551965696,"📢 Hoy hablamos de 𝗗𝗜𝗩𝗘𝗥𝗦𝗜𝗗𝗔𝗗

🌹 @Adrilastra 
🌹 @equipoGabilondo 
🌹 @jalloul_hana 
🌹 @Santi__Rivero 
🌹 @CarlaAntonelli 
🌹 @SBuabentV 

⏱ 12:00 horas

🤳 Síguelo en las redes del #PSOE 

#HazloXMadrid ❤
#LosDemocratasSomosMas https://t.co/jj3bQfpnK8","[0, 222]",Twitter for Android,39,61,33325,3514,58421,PSOE,publicación,"['PSOE', 'HazloXMadrid', 'LosDemocratasSomosMas']",madrid,1,0.38009971380233765
6,PSOE-Madrid,2021-04-25 16:39:49+00:00,1386359300268888067,"📢 Esta noche nuestro candidato @equipoGabilondo estará con 
@_anapastor_ en @ObjetivoLaSexta.

⏱ A partir de las 22:15h.

📺 Podréis seguir la entrevista en directo en👇🏽
https://t.co/I4iMuSCqEq

#VotaPSOE 
#HazloXMadrid https://t.co/8XYbr4iCWd","[0, 218]",Twitter for Android,24,31,33325,3514,58421,PSOE,publicación,"['VotaPSOE', 'HazloXMadrid']",madrid,5,0.2722853720188141
7,PSOE-Madrid,2021-04-25 16:16:01+00:00,1386353310354087937,"Yo creo que el termómetro para ver si eres progresista es si antepones a cualquier cosa los problemas de la ciudadanía, su libertad, su justicia y su vida digna.

🗞 @equipoGabilondo en @eldiarioes, con @estherpalomera 

https://t.co/nsaL8MNUWb","[0, 243]",Twitter for Android,98,143,33325,3514,58421,PSOE,publicación,[],madrid,5,0.3373534381389618
8,PSOE-Madrid,2021-04-25 16:00:44+00:00,1386349465737568260,"🗞 @Viondi en @ElHuffPost

Los madrileños y madrileñas podemos acabar con 26 años de gobiernos conservadores que se han ido mutando hasta el ultraliberalismo actual que encarna Ayuso, la supremacía del yo frente al nosotros.

#LosDemocratasSomosMas
 https://t.co/TVhRvA5aqI","[0, 272]",Twitter for Android,43,70,33325,3514,58421,PSOE,publicación,['LosDemocratasSomosMas'],madrid,1,0.3508310616016388
9,PSOE-Madrid,2021-04-25 15:52:13+00:00,1386347322578251784,"La libertad no puede ser la libertad de apoyar a quienes defienden posiciones de dictadura. 

La libertad es solidaridad, es la preocupación por el bien común, es la defensa de unos valores, no solo los particulares.

🗞 @equipoGabilondo en @el_pais
 https://t.co/VNIS2IWeUy","[0, 273]",Twitter for Android,100,149,33325,3514,58421,PSOE,publicación,[],madrid,5,0.32087668776512146
0,Podemos Madrid🏳️‍🌈,2021-04-26 16:54:17+00:00,1386725331810271234,"Sigue en directo el acto en Tetuán con @PabloIglesias, @isaserras, @Alber_Canarias, @luciadalda, @jesussantosalc, @PalomaPgv, @tito_morano y @VaneLillo 

Aquí 👇
https://t.co/ov6uwnAQTT","[0, 184]",Twitter for Android,6,9,37793,479,38960,PODEMOS,publicación,[],madrid,5,0.39605870842933655
1,Podemos Madrid🏳️‍🌈,2021-04-26 12:07:23+00:00,1386653130662850564,"Esta tarde nos vemos para apoyar a los espacios vecinales, junto a la Casa del Cura, la última víctima de un gobierno municipal empeñado en eliminar cualquier vestigio de participación vecinal.

📅26 de abril
🕡19:00 
📍Plaza del 2 de mayo https://t.co/FoGTY6EcIf","[0, 236]",TweetDeck,14,26,37793,479,38960,PODEMOS,publicación,[],madrid,1,0.49721047282218933
2,Podemos Madrid🏳️‍🌈,2021-04-26 11:33:25+00:00,1386644583279480833,"Estamos en el ecuador de la campaña electoral y queremos proponeros llenar Madrid con balconeras de Unidas Podemos. Desde ahora y hasta fin de existencias, podéis pasaros a recoger la vuestra en:

📍La Morada de Arganzuela (Fernando Poo, 4)
🕡 10 a 22 de L a V

#QueHableLaMayoria https://t.co/AaWgsDOJlQ","[0, 278]",TweetDeck,13,26,37793,479,38960,PODEMOS,publicación,['QueHableLaMayoria'],madrid,1,0.36152270436286926
3,Podemos Madrid🏳️‍🌈,2021-04-26 11:22:11+00:00,1386641754112331779,"💜Esta tarde a las 18:00 estaremos con @PabloIglesias, @isaserras, @Alber_Canarias, @luciadalda, @jesussantosalc, @PalomaPgv, @tito_morano y @VaneLillo en Tetuán.

Síguelo en directo aquí👇

https://t.co/Z5PHFyEAf2","[0, 212]",TweetDeck,19,24,37793,479,38960,PODEMOS,publicación,[],madrid,5,0.3920261263847351
4,Podemos Madrid🏳️‍🌈,2021-04-25 18:32:58+00:00,1386387778729033731,"Este 4 de mayo todas a la calle que se puede ganara a Ayuso 💪
@IreneMontero #QueHableLaMayoría 

https://t.co/DmjDLCaCVG","[0, 120]",Twitter for Android,67,110,37793,479,38960,PODEMOS,publicación,['QueHableLaMayoría'],madrid,1,0.4303296208381653
5,Podemos Madrid🏳️‍🌈,2021-04-25 18:12:23+00:00,1386382594867093504,"Mañana estaremos en Tetuán con @PabloIglesias @isaserras @Alber_Canarias @luciadalda @jesussantosalc @PalomaPgv @tito_morano y @VaneLillo a las 18.

Podrás seguirlo en directo en👇 
https://t.co/GcRX4sHnyD

#QueHableLaMayoría https://t.co/e1Mb9OE1By","[0, 224]",Twitter for Android,50,81,37793,479,38960,PODEMOS,publicación,['QueHableLaMayoría'],madrid,5,0.25512585043907166
6,Podemos Madrid🏳️‍🌈,2021-04-25 15:19:48+00:00,1386339163591614468,"Mañana estaremos en Chamartín con los y las candidatas @MorenoG_Agustin @carlossmato @litzirj @InesMP24 @vdvaldesc @RaquelCarrasc_ y Félix Arias, urbanista y vecino del distrito.#QueHableLaMayoría

📆26 de abril
🕡18 horas
📍Parque de Berlín
https://t.co/AvuW1psfg4 https://t.co/IpOLsJAufF","[0, 262]",Twitter for Android,7,14,37793,479,38960,PODEMOS,publicación,['QueHableLaMayoría'],madrid,1,0.3729354441165924
7,Podemos Madrid🏳️‍🌈,2021-04-25 14:44:01+00:00,1386330159729479682,Enhorabuena Alcobendas 👏👏👏 https://t.co/SUc03qoM6i,"[0, 26]",Twitter for Android,18,42,37793,479,38960,PODEMOS,publicación,[],madrid,3,0.22385424375534058
8,Podemos Madrid🏳️‍🌈,2021-04-25 11:49:37+00:00,1386286268628324353,"Aplazamos nuestro acto ' Que hable la Juventud' con @allendemarina92 @irismcasadejust @InesMP24 y @vdvaldesc al viernes 30 de abril.

Allí nos vemos💪
#PrimaveraMorada https://t.co/dVrcJLWEEF","[0, 166]",Twitter for Android,36,51,37793,479,38960,PODEMOS,publicación,['PrimaveraMorada'],madrid,5,0.5018967986106873
9,Podemos Madrid🏳️‍🌈,2021-04-25 11:00:54+00:00,1386274010368024577,"💜Somos mayoría las mujeres de los suelos pegajosos, no de los techos de cristal. Por eso, si este 4 de mayo hablamos las mujeres, la Comunidad de Madrid será feminista #MadridFeminista4M

Abre este hilo y descubre la frase que hay detrás de cada distrito de Madrid👇","[0, 265]",Twitter for Android,96,133,37793,479,38960,PODEMOS,publicación,['MadridFeminista4M'],madrid,1,0.47407254576683044
0,Grupo Municipal VOX Ayuntamiento de Madrid,2021-04-26 13:30:59+00:00,1386674167244857348,"#RivasVaciamadridConVOX
#ProtegeMadrid https://t.co/iPrmHaqpj7","[0, 38]",Twitter for Android,15,23,12447,60,2692,VOX,publicación,"['RivasVaciamadridConVOX', 'ProtegeMadrid']",madrid,1,0.30619776248931885
1,Grupo Municipal VOX Ayuntamiento de Madrid,2021-04-25 21:12:46+00:00,1386427989802455046,"#RivasVaciamadridConVOX
#ProtegeMadrid https://t.co/ekmu5QCnUX","[0, 38]",Twitter for Android,7,20,12447,60,2692,VOX,publicación,"['RivasVaciamadridConVOX', 'ProtegeMadrid']",madrid,1,0.3316882848739624
2,Grupo Municipal VOX Ayuntamiento de Madrid,2021-04-25 18:07:47+00:00,1386381440112279554,"Esta es su ""democracia"" https://t.co/47IA64KHsj","[0, 23]",Twitter for Android,27,64,12447,60,2692,VOX,publicación,[],madrid,5,0.29572227597236633
3,Grupo Municipal VOX Ayuntamiento de Madrid,2021-04-24 21:22:46+00:00,1386068119391817731,"#ArroyomolinosConVOX
#ProtegeMadrid https://t.co/UkHcnhcoV4","[0, 35]",Twitter for Android,24,52,12447,60,2692,VOX,publicación,"['ArroyomolinosConVOX', 'ProtegeMadrid']",madrid,1,0.2950422465801239
4,Grupo Municipal VOX Ayuntamiento de Madrid,2021-04-24 21:21:19+00:00,1386067754516721665,"#SanseConVOX
#ProtegeMadrid https://t.co/VhXWkzBQPM","[0, 27]",Twitter for Android,8,21,12447,60,2692,VOX,publicación,"['SanseConVOX', 'ProtegeMadrid']",madrid,1,0.32199227809906006
5,Grupo Municipal VOX Ayuntamiento de Madrid,2021-04-24 14:26:20+00:00,1385963322302939137,"#SanseConVOX
#ProtegeMadrid https://t.co/2Lh6CnIrQv","[0, 27]",Twitter for Android,14,44,12447,60,2692,VOX,publicación,"['SanseConVOX', 'ProtegeMadrid']",madrid,1,0.2981117069721222
6,Grupo Municipal VOX Ayuntamiento de Madrid,2021-04-23 12:00:07+00:00,1385564137099497476,"Las cosas claras y por su nombre.
#ProtegeMadrid 
#VotaSeguro https://t.co/Tti7XfIOqU","[0, 61]",Twitter Web App,11,24,12447,60,2692,VOX,publicación,"['ProtegeMadrid', 'VotaSeguro']",madrid,5,0.32402169704437256
7,Grupo Municipal VOX Ayuntamiento de Madrid,2021-04-23 09:23:23+00:00,1385524693277478912,#LaEspañaQueMadruga lo tiene claro. https://t.co/vazGC7bD6Q,"[0, 35]",Twitter for Android,10,32,12447,60,2692,VOX,publicación,['LaEspañaQueMadruga'],madrid,3,0.2239397168159485
8,Grupo Municipal VOX Ayuntamiento de Madrid,2021-04-23 08:03:05+00:00,1385504484072296448,"Esta tarde estaremos en Latina con @Ortega_Smith, a las 19:30, en los Jardines del Teniente Coronel Vesteiro, junto al metro de Cuatro Vientos. ¡Madrid en pie, Madrid con VOX! https://t.co/G5C39EtFMG","[0, 175]",Twitter for Android,14,42,12447,60,2692,VOX,publicación,[],madrid,5,0.30543819069862366
9,Grupo Municipal VOX Ayuntamiento de Madrid,2021-04-23 07:41:13+00:00,1385498982462414849,"Hoy hemos visitado #Mercamadrid con @CabelloArantxa junto a @monasterioR y @Santi_ABASCAL, recogiendo las impresiones de trabajadores, proveedores y clientes de la mayor plataforma de distribución, comercialización, transformación y logística de alimentos frescos de España. https://t.co/2wXyDOhtty","[0, 274]",Twitter for Android,136,446,12447,60,2692,VOX,publicación,['Mercamadrid'],madrid,5,0.6748082637786865
0,Pablo Casado Blanco,2021-04-26 18:34:53+00:00,1386750648796987393,"Condenamos cualquier amenaza o agresión en esta campaña.

Y censuramos que 3 ministros llamen “criminal, nazi y riesgo para la democracia” al PP.

Hay que dejar el radicalismo y la polarización y ocuparse de un país que sufre 100.000 muertos por Covid y 6 millones de desempleados https://t.co/cd0nJUxa3D","[0, 280]",Twitter Media Studio,93,236,536401,6165,15793,Partido Popular,publicación,[],general,1,0.7699984908103943
1,Pablo Casado Blanco,2021-04-26 15:39:28+00:00,1386706503105748998,"Acudiremos al Tribunal Constitucional si no dejan debatir nuestra proposición de ley para crear una autoridad independiente, que evite el clientelismo y la corrupción con los fondos UE.

Iremos hasta las últimas consecuencias: las ayudas son para los españoles, no para Sánchez. https://t.co/fLcLRapZ5a","[0, 278]",Twitter Media Studio,210,496,536401,6165,15793,Partido Popular,publicación,[],general,1,0.46271657943725586
2,Pablo Casado Blanco,2021-04-26 11:47:04+00:00,1386648018523406337,"🔵 Foro #NextGenerationEU Spain de la @FundacionCyL con el excomisario europeo de Acción por el Clima y Energía, Miguel Arias Cañete y el presidente del Instituto de Estudios Económicos y vicepresidente CEOE, Íñigo Fernández de Mesa

𝐄𝐧 𝐝𝐢𝐫𝐞𝐜𝐭𝐨 👇 https://t.co/hltN5wOAsU","[0, 269]",Twitter Media Studio,66,110,536401,6165,15793,Partido Popular,publicación,['NextGenerationEU'],general,4,0.3134196698665619
3,Pablo Casado Blanco,2021-04-25 18:53:31+00:00,1386392948938510344,"Que el ministro del Interior llame criminal al partido que lidera la oposición es un ataque a la democracia.

Criminales son los etarras que acercan, y las purgas de guardias civiles por denunciar sus negligencias en pandemia.

Sánchez debe cesarle ya por decencia institucional.","[0, 279]",Twitter for iPhone,3103,8762,536401,6165,15793,Partido Popular,publicación,[],general,1,0.7376319169998169
4,Pablo Casado Blanco,2021-04-25 08:58:07+00:00,1386243113216364544,"Sánchez es como un rey Midas averiado: lo que toca lo descompone:
-La Fiscalía a la orden del PSOE
-Ocultando informes del Consejo de Estado contra el Gobierno
-Atacando a Jueces
-Presionando al Banco de España
-Usando el BOE para insultar al PP y al Rey para firmarlo
Basta ya https://t.co/WFcsDUyrHX","[0, 277]",Twitter Media Studio,441,1197,536401,6165,15793,Partido Popular,publicación,[],general,1,0.6088996529579163
5,Pablo Casado Blanco,2021-04-24 18:31:06+00:00,1386024921223110656,"El #4M se vota para que no nos cambien este Madrid, y para cambiar esta España del Sanchismo.

Si en estas elecciones a Sánchez le va mal, a España le va a ir bien con el PP al frente.

Unamos todos los esfuerzos con Ayuso para un futuro de empleo, salud, libertad y concordia. https://t.co/C7VQxRfZn1","[0, 277]",Twitter Media Studio,399,937,536401,6165,15793,Partido Popular,publicación,['4M'],general,5,0.42563462257385254
6,Pablo Casado Blanco,2021-04-24 16:13:46+00:00,1385990358581092357,"En este proyecto caben todos.

Somos la casa común del centro derecha con puerta ancha para socialdemócratas que rechazan que Sánchez pacte con independentistas y que ayer acercara al asesino del concejal socialista Priede.

Gracias a Leguina, Redondo y Savater por apoyar a Ayuso https://t.co/qjraBaisFp","[0, 280]",Twitter Media Studio,232,585,536401,6165,15793,Partido Popular,publicación,[],general,5,0.4131071865558624
7,Pablo Casado Blanco,2021-04-24 15:12:44+00:00,1385974999408955393,"Queremos libertad sin ira. No un país a garrotazos, ni piedras, balas, amenazas, insultos o cordones sanitarios.

España sufre 100.000 muertos por Covid, 6 millones de desempleados, 2 millones en colas del hambre y 40% de jóvenes en paro como para ocuparnos de lo importante. https://t.co/6Mv9Qn1g3x","[0, 275]",Twitter Media Studio,357,977,536401,6165,15793,Partido Popular,publicación,[],general,1,0.8326436877250671
8,Pablo Casado Blanco,2021-04-24 14:12:26+00:00,1385959824832221184,"Sánchez es un mal mago al que ya se le ven los trucos.
Está desesperado y recupera al dóberman para meter miedo:
-A los mayores con las vacunas
-Los jóvenes con paro
-Las mujeres con inseguridad
-Los autónomos con impuestos
Nosotros a lo nuestro, nos pagan para resolver problemas https://t.co/2xS84T50th","[0, 280]",Twitter Media Studio,294,871,536401,6165,15793,Partido Popular,publicación,[],general,1,0.5209203362464905
9,Pablo Casado Blanco,2021-04-24 10:41:22+00:00,1385906707851792385,"🔵 Acto de campaña en Pozuelo de Alarcón con @IdiazAyuso.

#YoConAyuso 🗳 #VotaPP

🎥 ¡Sigue mi intervención 𝐞𝐧 𝐝𝐢𝐫𝐞𝐜𝐭𝐨! 👇 https://t.co/OyoqkU6phq","[0, 143]",Twitter Media Studio,138,446,536401,6165,15793,Partido Popular,publicación,"['YoConAyuso', 'VotaPP']",general,5,0.4328351616859436
0,Pedro Sánchez,2021-04-26 12:15:06+00:00,1386655072004751361,"Basta! No vamos a permitirlo. No vamos a dejar que el odio se apodere de la convivencia en España.

Nuestra rotunda condena a la grave amenaza recibida hoy por la ministra de @mincoturgob, @MarotoReyes.

Estamos contigo, Reyes.","[0, 227]",Twitter for Android,1586,6245,1569760,6035,29260,PSOE,publicación,[],general,1,0.4764474630355835
1,Pedro Sánchez,2021-04-26 10:21:04+00:00,1386626372731383809,"Enhorabuena, @sergiowastaken por el Oscar al mejor maquillaje en la película 'La madre del blues'. Es un orgullo que el talento español sea reconocido en el ámbito internacional. Sigamos apostando por la cultura y sus profesionales, una de nuestras mejores señas de identidad. https://t.co/lMc0mqHnVC","[0, 276]",Twitter Web App,179,675,1569760,6035,29260,PSOE,publicación,[],general,5,0.6558849215507507
2,Pedro Sánchez,2021-04-25 12:06:56+00:00,1386290626384338945,"Spain is commited to equal and universal access to vaccines, @selenagomez. Just this week, I have announced that we will make about 7.5 million doses available to Latin America and the Caribbean this year. 
Only together we will succeed.

See you at #VaxLive! https://t.co/r26TNOBx7R","[0, 259]",Twitter Web App,2684,13678,1569760,6035,29260,PSOE,publicación,['VaxLive'],general,1,0.31539925932884216
3,Pedro Sánchez,2021-04-25 11:31:00+00:00,1386281584437829634,"Ha llegado la hora de actuar para frenar a la ultraderecha. Hoy, he venido a pedir que paremos la amenaza extremista con votos. Ante su odio, la fuerza del voto, la fuerza de la democracia. Socialistas, progresistas, demócratas: venzamos el #4M.
#LosDemócratasSomosMás 
#VotaPSOE https://t.co/38jly0OomO","[0, 279]",Twitter Media Studio,470,1215,1569760,6035,29260,PSOE,publicación,"['4M', 'LosDemócratasSomosMás', 'VotaPSOE']",general,5,0.4363163113594055
4,Pedro Sánchez,2021-04-25 11:16:13+00:00,1386277866086838272,"El viernes VOX cruzó una línea y será la última que cruce. Todos los demócratas nos hemos puesto en pie para decir BASTA. La ultraderecha es una amenaza para nuestra convivencia y nuestra democracia. Les venceremos en las urnas el 4 de mayo.

#LosDemocrátasSomosMás https://t.co/IdPrGyrfk8","[0, 265]",Twitter Media Studio,1189,3591,1569760,6035,29260,PSOE,publicación,['LosDemocrátasSomosMás'],general,1,0.5272092223167419
5,Pedro Sánchez,2021-04-25 08:45:01+00:00,1386239816145252355,"Hoy estaré en Getafe apoyando a nuestro candidato, @equipoGabilondo. 

Porque Madrid debe ser una región abierta, diversa, inclusiva. Porque Madrid necesita un Gobierno progresista.

#HazloXMadrid

Síguelo en directo a partir de las 11:00, aquí: https://t.co/FpdCJ3AcVU https://t.co/hu6LySwiQD","[0, 269]",Twitter for Android,233,744,1569760,6035,29260,PSOE,publicación,['HazloXMadrid'],general,1,0.2875775098800659
6,Pedro Sánchez,2021-04-23 16:51:21+00:00,1385637427348443137,Ma gratitude et mes remerciements à chaque agent de police qui œuvre pour la sécurité des citoyens et contre le terrorisme. Nos pensées accompagnent la famille et les collègues de la policière assassinée à Rambouillet et avec les Français. Nous resterons ensemble dans ce combat. https://t.co/nyNZXte7zT,"[0, 279]",Twitter for Android,225,647,1569760,6035,29260,PSOE,publicación,[],general,5,0.6844178438186646
7,Pedro Sánchez,2021-04-23 15:54:38+00:00,1385623154157133828,"Hace un año nacía una iniciativa inédita y necesaria: el ACT-Accelerator, esencial para impulsar el acceso de los países a herramientas sanitarias para combatir el #COVID19. Su lección de eficiencia y agilidad es intemporal. España está orgullosa de haber coliderado el proyecto. https://t.co/OgEGc3wSiH","[0, 279]",Twitter Media Studio,181,475,1569760,6035,29260,PSOE,publicación,['COVID19'],general,5,0.3983475863933563
8,Pedro Sánchez,2021-04-23 14:56:04+00:00,1385608418141028359,"La transición ecológica ofrece oportunidades extraordinarias que debemos aprovechar. Necesitamos decisiones ambiciosas, que sitúen a las personas en el centro y se basen en un marco regulador sólido. Actuemos ya, colectivamente y sin dejar a nadie atrás. #LeadersClimateSummit https://t.co/0HvmZUXnIc","[0, 276]",Twitter Media Studio,223,588,1569760,6035,29260,PSOE,publicación,['LeadersClimateSummit'],general,5,0.6633337140083313
9,Pedro Sánchez,2021-04-23 14:47:20+00:00,1385606220661334018,"Felicito a @POTUS por la #LeadersClimateSummit. La vuelta de EE.UU. a la agenda climática es una gran noticia. España, como uno de los líderes en este área, trabaja para lograr el objetivo de mantener el aumento de la temperatura por debajo de 1,5 grados. El mundo nos pide actuar https://t.co/qznSZPwCnf","[0, 280]",Twitter Media Studio,212,571,1569760,6035,29260,PSOE,publicación,['LeadersClimateSummit'],general,5,0.6232574582099915
0,Pablo Iglesias 🔻,2021-04-26 18:11:57+00:00,1386744874473566217,https://t.co/9oPGFr5qv2,"[0, 0]",Twitter Media Studio,2240,3388,2653385,3617,24298,PODEMOS,publicación,[],general,1,0.2471177875995636
1,Pablo Iglesias 🔻,2021-04-26 15:21:00+00:00,1386701853761544198,"No hay libertad sin educación publica, sin sanidad pública, y fue la generación que trajo la democracia la que nos enseñó que luchando por los derechos de todos y todas es como se avanza. 
El 4M #QueHableLaMayoría https://t.co/rvB6Z1TAQB","[0, 213]",Twitter Media Studio,540,1214,2653385,3617,24298,PODEMOS,publicación,['QueHableLaMayoría'],general,1,0.5084596872329712
2,Pablo Iglesias 🔻,2021-04-26 14:59:33+00:00,1386696457948893186,"A las 18h estaré en Tetuán con @isaserras, @Alber_Canarias, @luciadalda, @jesussantosalc, @PalomaPgv, @VaneLillo y @tito_morano.

📺 Directo aquí: https://t.co/4sNfZyAtMx https://t.co/NgTU3ufZDa","[0, 169]",Twitter Web App,302,622,2653385,3617,24298,PODEMOS,publicación,[],general,1,0.33092162013053894
3,Pablo Iglesias 🔻,2021-04-26 13:54:02+00:00,1386679967002542084,"Me he comprometido por escrito con @InquilinatoMad a desarrollar la 1ª Ley de Vivienda autonómica que tome como base la Iniciativa Legislativa Popular presentada por el movimiento de vivienda en 2017, como ya hacemos a nivel estatal, para regular los precios de los alquileres. https://t.co/Lcqny7OBFJ","[0, 277]",Twitter Web App,1070,2747,2653385,3617,24298,PODEMOS,publicación,[],general,4,0.3304455280303955
4,Pablo Iglesias 🔻,2021-04-26 12:09:21+00:00,1386653625070624769,👇🏻 https://t.co/PqTCj8TiXp,"[0, 2]",Twitter for iPhone,390,880,2653385,3617,24298,PODEMOS,publicación,[],general,5,0.262351930141449
5,Pablo Iglesias 🔻,2021-04-26 10:49:15+00:00,1386633468042530818,Toda nuestra solidaridad con Reyes Maroto. Ya está bien de amenazas fascistas,"[0, 77]",Twitter for iPhone,3272,12623,2653385,3617,24298,PODEMOS,publicación,[],general,5,0.6011924147605896
6,Pablo Iglesias 🔻,2021-04-26 10:45:27+00:00,1386632512076648449,Atacar un monumento que homenajeaba a españoles asesinados en los campos de concentración nazis es otro paso más. Normalizar las ideas fascistas produce estas aberraciones. Mi cariño al pueblo de Mula. Honor a sus vecinos asesinados en Mauthausen por combatir el fascismo https://t.co/jldqasuaVF,"[0, 271]",Twitter for iPhone,3569,9717,2653385,3617,24298,PODEMOS,publicación,[],general,1,0.3645833730697632
7,Pablo Iglesias 🔻,2021-04-26 10:31:09+00:00,1386628909857390594,"Así respondía Enrico Berlinguer al periódico fascista “Il secolo d’Italia”. Educado y correcto pero firme, recordándoles la verdad 👇🏻 https://t.co/h8ebERtLug","[0, 133]",Twitter for iPhone,860,2017,2653385,3617,24298,PODEMOS,publicación,[],general,4,0.39652422070503235
8,Pablo Iglesias 🔻,2021-04-26 09:38:10+00:00,1386615579197464584,"Gracias por vuestro apoyo @JLMelenchon @tsipras_eu @paulmasonnews @MaiVilladsen @silviamodig @NFratoianni @Janine_Wissler @MalinBjork_EU @BotengaM @jesseklaver @catarina_mart

El 4 de mayo, a defender la democracia. Por Madrid, por España y por Europa ✊ https://t.co/K5sPx1XbBZ","[0, 253]",Twitter Media Studio,2039,3605,2653385,3617,24298,PODEMOS,publicación,[],general,5,0.43210580945014954
